titulo;url;letra;views;composicao
The Diary Of Me (Unreleased);https://www.letras.mus.br/taylor-swift/1846444/;I'm a laid backT-shirt, blue jean, mood ringKinda girlHey yeah what's the word on youLay low I'm a mission rebelAngel devilLittle lamb upper mentalSometimes I get temper mentalBut here I am an open bookTurn the page it's all the rageGet a look on the insideOh what you get is what seeBaby you hold the keyTo the diary of meI'm poetry, complicatedSimply statedHey yeah baby how about youI was born freeI'm a cell phone hippieAre you with me?When I mess up I don't get upI just get down yeahBut here I am an open bookTurn the page it's all the rageGet a look on the insideOh what you get is what seeBaby you hold the keyTo the diary of meIt's raining on SundayThere's nothing on TVYesterday was lonelyYou're the only one who gets meMy mind is like an islandDrifting through the oceanI can't stop thinking about youI bet you're thinking of me tooWell here I am an open bookTurn the page it's all the rageGet a look on the insideOh what you get is what seeBaby you hold the keyTo the diary of meYeah here I am an open bookTurn the page it's all the rageGet a look on the insideOh what you get is what seeBaby you hold the keyTo the diary of me;30.914;Brophy / J
The Great War;https://www.letras.mus.br/taylor-swift/the-great-war/;My knuckles were bruised like violetsSucker punching walls, cursed you as I sleep talkedSpineless in my tomb of silenceTore your banners down, took the battle undergroundAnd maybe it was ego swingingMaybe it was herFlashes of the battle come back to me in a blurAll that bloodshed, crimson cloverUh-huh, sweet dream was overMy hand was the one you reached forAll throughout the Great WarAlways rememberUh-huh, tears on the letterI vowed not to cry anymoreIf we survived the Great WarYou drew up some good faith treatiesI drew curtains closed, drank my poison all aloneYou said I have to trust more freelyBut diesel is desire, you were playing with fireAnd maybe it's the past that's talkingScreaming from a cryptTelling me to punish you for things you never didSo I justified itAll that bloodshed, crimson cloverUh-huh, the bombs were close andMy hand was the one you reached forAll throughout the Great WarAlways rememberUh-huh, the burning embersI vowed not to fight anymoreIf we survived the Great WarUh-huhUh-huhIt turned into something biggerSomewhere in the haze got a sense I'd been betrayedYour finger on my hairpin triggersSoldier down on that icy groundLooked up at me with honor and truthBroken and blue, so I called off the troopsThat was the night I nearly lost youI really thought I'd lost youWe can plant a memory gardenSay a solemn prayer, place a poppy in my hairThere's no morning glory, it was war, it wasn't fairAnd we will never go backTo that bloodshed, crimson cloverUh-huh, the worst was overMy hand was the one you reached forAll throughout the Great WarAlways rememberUh-huh, we're burned for betterI vow I will always be yours'Cause we survived the Great WarUh-huhUh-huhI'll always be yours'Cause we survived the Great WarUh-huhI vow I will always be yours;454.771;Taylor Swift / Aaron Dessner
The Joker and the Queen (feat. Ed Sheeran);https://www.letras.mus.br/taylor-swift/the-joker-and-the-queen-remix-feat-ed-sheeran/;How was I to know? It's a crazy thingI showed you my hand and you still let me winAnd who was I to say that this was meant to be?The road that was broken brought us togetherAnd I know you could fall for a thousand kingsAnd hearts that would give you a diamond ringWhen I fold, you see the best in meThe joker and the queenI've been played before, if you hadn't guessedSo I kept my cards close to my foolproof vestBut you called my bluff (but you called my bluff)And saw through all my tells (and saw through all my tells)And then you went all-inAnd we left togetherAnd I know you think that what makes a kingIs gold, a palace and diamond ringsWhen I fold, you see the best in mеThe joker and the queenAnd I know you could fall for a thousand kingsAnd hеarts that would give you a diamond ringWhen I folded, you saw the best in meThe joker and the queenThe joker and the queen;25.676;Sabe de quem é a composição? Envie pra gente.
the lakes;https://www.letras.mus.br/taylor-swift/the-lakes/;Is it romantic how all my elegiesEulogize me?I'm not cut out for all these cynical clonesThese hunters with cell phonesTake me to the LakesWhere all the poets went to dieI don't belongAnd, my beloved, neither do youThose Windermere peaksLook like a perfect place to cryI'm setting offBut not without my museWhat should be overBurrowed under my skinIn heart-stopping waves of hurtI've come too far to watch some name-dropping sleazeTell me what are my words worthTake me to the LakesWhere all the poets went to dieI don't belongAnd, my beloved, neither do youThose Windermere peaksLook like a perfect place to cryI'm setting offBut not without my museI want auroras and sad proseI want to watch wisteria growRight over my bare feet'Cause I haven't moved in yearsAnd I want you right hereA red rose grew up out of ice frozen groundWith no one around to tweet itWhile I bathe in cliffside poolsWith my calamitous love and insurmountable griefTake me to the LakesWhere all the poets went to dieI don't belongAnd, my beloved, neither do youThose Windermere peaksLook like a perfect place to cryI'm setting offBut not without my museNo, not without you;283.634;Jack Antonoff / Taylor Swift
the last great american dynasty;https://www.letras.mus.br/taylor-swift/the-last-great-american-dynasty/;Rebekah rode up on the afternoon train, it was sunnyHer saltbox house on the coast took her mind off St. LouisBill was the heir to the Standard Oil name and moneyAnd the town said: How did a middle-class divorcée do it?The wedding was charming, if a little gaucheThere's only so far new money goesThey picked out a home and called it Holiday HouseTheir parties were tasteful, if a little loudThe doctor had told him to settle downIt must have been her fault his heart gave outAnd they saidThere goes the last great American dynastyWho knows, if she never showed up, what could've beenThere goes the maddest woman this town has ever seenShe had a marvelous time ruining everythingRebekah gave up on the Rhode Island set foreverFlew in all her bitch pack friends from the cityFilled the pool with champagne and swam with the big namesAnd blew through the money on the boys and the balletAnd losing on card game bets with DalíAnd they saidThere goes the last great American dynastyWho knows, if she never showed up, what could've beenThere goes the most shameless woman this town has ever seenShe had a marvelous time ruining everythingThey say she was seen on occasionPacing the rocks, staring out at the midnight seaAnd in a feud with her neighborShe stole his dog and dyed it key lime greenFifty years is a long timeHoliday House sat quietly on that beachFree of women with madness, their men and bad habitsAnd then it was bought by meWho knows, if I never showed up, what could've beenThere goes the loudest woman this town has ever seenI had a marvelous time ruining everythingI had a marvelous time ruining everythingA marvelous time ruining everythingA marvelous timeI had a marvelous time;283.064;Aaron Dessner / Taylor Swift
The Last Time (feat. Gary Lightbody);https://www.letras.mus.br/taylor-swift/the-last-time/;I find myself at your doorJust like all those times beforeI'm not sure how I got thereAll roads, they lead me hereI imagine you are homeIn your room, all aloneAnd you open your eyes into mineAnd everything feels betterAnd right before your eyesI'm breakingNo past, no reasons whyJust you and meThis is the last time I'm asking you thisPut my name at the top of your listThis is the last time I'm asking you whyYou break my heart in the blink of an eye, eye, eyeYou find yourself at my doorAnd just like all those times beforeYou wear your best apologyBut I was there to watch you leaveAnd all the times I let you inJust for you to go againDisappear when you come backEverything is betterAnd right before your eyesI'm achingNo past, nowhere to hideJust you and meThis is the last time I'm asking you thisPut my name at the top of your listThis is the last time I'm asking you whyYou break my heart in the blink of an eye, eye, eyeThis is the last time you tell me I've got it wrongThis is the last time I say: It's been you all alongThis is the last time I let you in my doorThis is the last time, I won't hurt you anymoreOh, ohThis is the last time I'm asking you thisPut my name at the top of your listThis is the last time I'm asking you whyYou break my heart in the blink of an eyeThis is the last time I'm asking you this (this is the last time I'm asking you this)Put my name at the top of your list (put my name at the top of your list)This is the last time I'm asking you why (this is the last time I'm asking you why)You break my heart in the blink of an eye (you break my heart)This is the last time I'm asking youLast time I'm asking youLast time I'm asking you thisThis is the last time I'm asking youLast time I'm asking youLast time I'm asking you thisThis is the last time I'm asking youLast time I'm asking youLast time I'm asking you thisThis is the last time I'm asking youLast time I'm asking youLast time I'm asking you this;360.132;Gary Lightbody / Jacknife Lee / Taylor Swift
The Lucky One;https://www.letras.mus.br/taylor-swift/the-lucky-one/;New to town with a made up nameIn the angel's cityChasing fortune and fameAnd the camera flashesMake it look like a dreamYou had it figured outSince you were in schoolEverybody loves prettyEverybody loves coolSo overnight you look likeA sixties' queenAnother name goes up in lightsLike diamonds in the skyAnd they’ll tell you nowYou're the lucky oneYeah, they’ll tell you nowYou're the lucky oneBut can you tell me nowYou're the lucky one?Oh, oh, ohNow it's big black cars and Riviera viewsAnd your lover in the foyerDoesn't even know youAnd your secrets end upSplashed on the news front pageAnd they tell you that you're luckyBut you're so confused'Cause you don't feel prettyYou just feel usedAnd all the young thingsLine up to take your placeAnother name goes up in lightsYou wonder if you'll make it out aliveAnd they’ll tell you nowYou're the lucky oneYeah, they’ll tell you nowYou're the lucky oneCan you tell me nowYou're the lucky one?Oh, oh, ohIt was a few years later I showed up hereAnd they still tell the legendOf how you disappearedHow you took the money and your dignityAnd got the hell outThey say you boughtA bunch of land somewhereChose the Rose Garden over Madison SquareAnd it took some timeBut I understand it now'Cause now my name is up in lightsBut I think you got it rightLet me tell you nowYou're the lucky oneLet me tell you nowYou're the lucky oneLet me tell you nowYou're the lucky oneOh, oh, ohYeah, they’ll tell you nowYou're the lucky oneYeah, they’ll tell you nowYou're the lucky oneYeah, they'll tell you nowYou're the lucky oneOh, oh, oh;186.805;Taylor Swift
The Man;https://www.letras.mus.br/taylor-swift/the-man/;I would be complex, I would be coolThey'd say I played the field before I found someone to commit toAnd that would be okay for me to doEvery conquest I had made would make me more of a boss to youI'd be a fearless leaderI'd be an alpha typeWhen everyone believes yaWhat's that like?I'm so sick of running as fast as I canWondering if I'd get there quicker if I was a manAnd I'm so sick of them coming at me again'Cause if I was a man, then I'd be the manI'd be the manI'd be the manThey'd say I hustled, put in the workThey wouldn't shake their heads and question how much of this I deserveWhat I was wearing, if I was rudeCould all be separated from my good ideas and power movesAnd they would toast to me, oh, let the players playI'd be just like Leo in Saint TropezI'm so sick of running as fast as I canWondering if I'd get there quicker if I was a manAnd I'm so sick of them coming at me again'Cause if I was a man, then I'd be the manI'd be the manI'd be the manWhat's it like to brag about raking in dollars and getting bitches and models?And it's all good if you're badAnd it's okay if you're madIf I was out flashing my dollars, I'd be a bitch not a ballerThey'd paint me out to be badSo, it's okay that I'm madI'm so sick of running as fast as I canWondering if I'd get there quicker if I was a man (you know that)And I'm so sick of them coming at me again (coming at me again)'Cause if I was a man (if I was a man)Then I'd be the man (then I'd be the man)I'm so sick of running as fast as I can (as fast as I can)Wondering if I'd get there quicker if I was a man (hey)And I'm so sick of them coming at me again (coming at me again)'Cause if I was a man (if I was a man), then I'd be the manI'd be the manI'd be the man (oh)I'd be the man (yeah)I'd be the man (I'd be the man)If I was a man, then I'd be the man;836.166;Taylor Swift / Joel Little
The Manuscript;https://www.letras.mus.br/taylor-swift/the-manuscript/;Now and then she re-reads the manuscriptOf the entire torrid affairThey compared their licenses, he said: I'm not a donor, butI'd give you my heart if you needed itShe rolled her eyes and said: You're a professionalHe said: No, just a good samaritanHe said that if the sex was half as good as the conversation wasSoon they'd be pushin' strollersBut soon it was overIn the age of him, she wished she was thirtyAnd made coffee every morning in a Frеnch pressAfterwards, she only atе kids' cerealAnd couldn't sleep unless it was in her mother's bedThen she dated boys who were her own ageWith dartboards on the backs of their doorsShe thought about how he said since she was so wise beyond her yearsEverything had been above boardShe wasn't sureAnd the years passed like scenes of a showThe professor said to write what you knowLookin' backwards, might be the only way to move forwardThen the actors were hitting their marksAnd the slow dance was alight with the sparksAnd the tears fell in synchronicity with the scoreAnd at last, she knew what the agony had been forThe only thing that's left is the manuscriptOne last souvenir from my trip to your shoresNow and then I re-read the manuscriptBut the story isn't mine anymore;96.636;Taylor Swift
The Moment I Knew;https://www.letras.mus.br/taylor-swift/the-moment-i-knew/;You should've been thereShould've burst through the doorWith thatBaby, I'm right here, smileAnd it would've felt likeA million little shining starsHad just alignedAnd I would've been so happyChristmas lights glistenI've got my eye on the doorJust waiting for you to walk inBut the time is just tickingPeople ask me how I've beenAs I comb back through my memoryHow you said you'd be hereYou said you'd be hereAnd it was like slow motionStanding there in my party dressIn red lipstickWith no one to impressAnd they're all laughingAs I'm looking around the roomBut there was one thing missingAnd that was the moment I knewAnd the hours pass byNow I just want to be aloneBut your close friendsAlways seem to knowWhen there's something really wrongSo they follow me down the hallAnd there in the bathroomI try not to fall apartAnd the sinking feeling startsAs I say hopelesslyHe said he'd be hereAnd it was like slow motionStanding there in my party dressIn red lipstickWith no one to impressAnd they're all laughingAnd asking me about youBut there was one thing missingAnd that was the moment I knewWhat do you sayWhen tears are streaming down your faceIn front of everyone you know?And what do you doWhen the one who means the most to youIs the one who didn't show?You should've been hereAnd I would've been so happyAnd it was like slow motionStanding there in my party dressIn red lipstickWith no one to impressAnd they're all standing around meSinging happy birthday to youBut there was one thing missingAnd that was the moment I knewOoh, I knewYou called me laterAnd said: I'm sorry, I didn't make itAnd I said: I'm sorry, tooAnd that was the moment I knew;279.491;Taylor Swift
The Other Side Of The Door;https://www.letras.mus.br/taylor-swift/1573869/;In the heat of the fight, I walked awayIgnoring words that you were sayingTrying to make me stayI said: This time, I've had enoughAnd you've called a hundred timesBut I'm not picking up'Cause I'm so madI might tell you that it's overBut if you look a little closerI said: Leave, but all I really want is youTo stand outside my window throwing pebblesScreaming: I'm in love with youWait there in the pouring rain coming back for moreAnd don't you leave 'cause I know all I needIs on the other side of the doorMe and my stupid pride are sitting here aloneGoing through the photographsStaring at the phoneI keep going back over things we both saidAnd I remember the slamming doorAnd all the things that I misreadSo babe, if you know everythingTell me why you couldn't see?That when I left I wanted you to chase after me, yeahI said Leave, but all I really want is youTo stand outside my window throwing pebblesScreaming: I'm in love with youWait there in the pouring rain coming back for moreAnd don't you leave 'cause I know all I needIs on the other side of the doorAnd I'll scream out the windowI can't even look at youI don't need you, but I doI do, I doI'll say: There's nothing you can sayTo make this right againI mean it, I mean itBut what I mean isI said Leave, but baby, all I want is youTo stand outside my window throwing pebblesScreaming: I'm in love with youWait there in the pouring rain coming back for moreAnd don't you leave 'cause I know all I needIs on the other side of the doorWith your face and the beautiful eyesAnd the conversation with the little white liesAnd the faded picture of a beautiful nightYou carried me from your car up the stairsAnd I broke down crying, was she worth this mess?After everything and that little black dressAfter everything, I must confess:I need you;115.115;Taylor Swift
The Outside;https://www.letras.mus.br/taylor-swift/848632/;I didn't know what I would findWhen I went looking for a reasonI know I didn't read between the linesAnd, baby, I've got nowhere to goI tried to take the road less traveled byBut nothing seems to work the first few times, am I right?So, how can I ever try to be better?Nobody ever let's me inAnd I can still see you, this ain't the best viewOn the outside looking inI've been a lot of lonely placesI've never been on the outsideYou saw me there but never knewThat I would give it all up to beA part of this, a part of youAnd now it's all too late so you seeYou could have helped if you had wanted toBut no one notices until it's too late to do anythingHow can I ever try to be better?Nobody ever let's me inAnd I can still see you, this ain't the best viewOn the outside looking inI've been a lot of lonely placesI've never been on the outsideOh, yeahHow can I ever try to be better?Nobody ever let's me inAnd I can still see you, this ain't the best viewOn the outside looking inI've been a lot of lonely placesI've never been on the outsideOh, oh, oh-ohOh, oh-oh;76.351;Taylor Swift
The Prophecy;https://www.letras.mus.br/taylor-swift/the-prophecy/;Hand on the throttle, thought I caught lightning in a bottleOh, but it's gone againAnd it was written, I got cursed like Eve got bittenOh, was it punishment?Pad around when I get home, I guess a lesser woman would've lost hopeA greater woman wouldn't beg, but I looked to the sky and saidPlease, I've been on my knees, change the prophecyDon't want money, just someone who wants my companyLet it once be me, who do I have to speak toAbout if they can redo the prophecy?Cards on thе table, mine play out like fools in a fablеOh, it was sinking in (sinking in) (aah)Slow is the quicksand, poison blood from the wound of the pricked handOh, still I dream of himPlease, I've been on my knees, change the prophecyDon't want money, just someone who wants my companyLet it once be me, who do I have to speak toAbout if they can redo the prophecy?And I sound like an infant, feelin' like the very last drops of an ink penA greater woman stays cool, but I howl like a wolf at the MoonAnd I look unstable, gathered with a coven 'round a sorceress' tableA greater woman has faith, but even statues crumble if they're made to waitI'm so afraid I sealed my fate, no sign of soulmatesI'm just a paperweight in shades of greigeSpendin' my last coin so someone will tell meIt'll be okayOoh, oohOoh, oohPlease, I've been on my knees, change the prophecyDon't want money, just someone who wants my companyLet it once be me, who do I have to speak toAbout if they can redo the prophecy?Who do I have to speak to to change the prophecy?Hand on the throttle, thought I caught lightning in a bottleOh, but it's gone againPad around when I get home, I guess a lesser woman would've lost hopeA greater woman wouldn't beg, but I looked to the sky and saidPlease;329.686;Aaron Dessner / Taylor Swift
The Smallest Man Who Ever Lived;https://www.letras.mus.br/taylor-swift/the-smallest-man-who-ever-lived/;Was any of it true?Gazing at me starry-eyedIn your Jehovah's witness suitWho the fuck was that guy?You tried to buy some pillsFrom a friend of friends of mineThey just ghosted youNow you know what it feels likeAnd I don't even want you back, I just want to knowIf rusting my sparkling summer was the goalAnd I don't miss what we had, but could someone giveA message to the smallest man who ever lived?You hung me on your wallStabbed me with your push pinsIn public, showed me offThen sank in stoned oblivion'Cause once your queen had comeYou'd treat her likе an also-ranYou didn't measure upIn any measurе of a manAnd I don't even want you back, I just want to knowIf rusting my sparkling summer was the goalAnd I don't miss what we had, but could someone giveA message to the smallest man who ever lived?Were you sent by someone who wanted me dead?Did you sleep with a gun underneath our bed?Were you writing a book?Were you a Sleeper Cell spy?In fifty years, will all this be declassified?And you'll confess why you did itAnd I'll say: Good riddance'Cause it wasn't sexy once it wasn't forbiddenI would've died for your sinsInstead, I just died insideAnd you deserve prison, but you won't get timeYou'll slide into inboxes and slip through the barsYou crashed my party and your rental carYou said normal girls were boringBut you were gone by the morningYou kicked out the stage lights, but you're still performingAnd in plain sight you hidBut you are what you didAnd I'll forget you, but I'll never forgiveThe smallest man who ever lived;300.987;Taylor Swift / Aaron Dessner
The Story Of Us;https://www.letras.mus.br/taylor-swift/1763904/;I used to think one day we'd tell the story of usHow we met and the sparks flew instantlyAnd people would say: They're the lucky onesI used to know my place was the spot next to youNow I'm searching the room for an empty seat'Cause lately I don't even know what page you're onOh, a simple complicationMiscommunications lead to falloutSo many things that I wish you knewSo many walls up I can't break throughNow I'm standing alone in a crowded room and we're not speakingAnd I'm dying to know: Is it killing you like it's killing me, yeah?I don't know what to say since the twist of fate when it all broke downAnd the story of us looks a lot like a tragedy nowNext chapterHow'd we end up this way?See me nervously pulling at my clothes and trying to look busyAnd you're doing your best to avoid meI'm starting to think one day I'll tell the story of usHow I was losing my mind when I saw you hereBut you held your pride like you should've held meOh, I'm scared to see the endingWhy are we pretending this is nothing?I'd tell you I miss you, but I don't know howI've never heard silence quite this loudNow I'm standing alone in a crowded room and we're not speakingAnd I'm dying to know: Is it killing you like it's killing me, yeah?I don't know what to say since the twist of fate when it all broke downAnd the story of us looks a lot like a tragedy nowThis is looking like a contestOf who can act like they care lessBut I liked it better when you were on my sideThe battle's in your hands nowBut I would lay my armor downIf you said you'd rather love than fightSo many things that you wish I knewBut the story of us might be ending soonNow I'm standing alone in a crowded room and we're not speakingAnd I'm dying to know: Is it killing you like it's killing me, yeah?And I don't know what to say since the twist of fate when it all broke downAnd the story of us looks a lot like a tragedy now, now, nowAnd we're not speakingAnd I'm dying to know: Is it killing you like it's killing me, yeah?I don't know what to say since the twist of fate 'cause we're goin' downAnd the story of us looks a lot like a tragedy nowThe end;718.461;Taylor Swift
The Tortured Poets Department;https://www.letras.mus.br/taylor-swift/the-tortured-poets-department/;(Ooh) you left your typewriter at my apartmentStraight from the tortured poets departmentI think some things I never sayLike: Who uses typewriters anyway?But you're in self-sabotage modeThrowing spikes down on the roadBut I've seen this episode and still love the showWho else decodes you?And who's gonna hold you like me?And who's gonna know you, if not me?I laughed in your face and saidYou're not Dylan Thomas (oh), I'm not Patti Smith (oh)This ain't the Chelsea Hotel, we'rе modern idiotsAnd who's gonna hold you like me?NobodyNo-fucking-bodyNobodyYou smokеd, then ate seven bars of chocolateWe declared Charlie Puth should be a bigger artistI scratch your head, you fall asleepLike a tattooed golden retrieverBut you awaken with dreadPounding nails in your headBut I've read this one where you come undoneI chose this cyclone with youAnd who's gonna hold you like me? (Who's gonna hold you? Who's gonna hold you?)And who's gonna know you like me? (Who's gonna know you?)I laughed in your face and saidYou're not Dylan Thomas (oh), I'm not Patti Smith (oh)This ain't the Chelsea Hotel, we're modern idiotsAnd who's gonna hold you like me? (Who's gonna hold you? Who's gonna hold you?)No-fucking-body (who's gonna hold you? Who's gonna hold you?)Nobody (who's gonna hold you, gonna know you, gonna troll you?)Nobody (ooh-ooh)Sometimes, I wonder if you're gonna screw this up with meBut you told Lucy you'd kill yourself if I ever leaveAnd I had said that to Jack about you, so I felt seenEveryone we know understands why it's meant to be (oh)'Cause we're crazySo tell me, who else is gonna know me?At dinner, you take my ring off my middle fingerAnd put it on the one people put wedding rings onAnd that's the closest I've come to my heart explodingWho's gonna hold you? (Who?) MeWho's gonna know you? (Who?) MeAnd you're not Dylan Thomas (oh), I'm not Patti Smith (oh)This ain't the Chelsea Hotel, we're two idiotsWho's gonna hold you?Who's gonna hold you? (Who's gonna hold you?)Who's gonna hold you? (Who's gonna hold you?)Who's gonna hold you?Who's gonna hold you?Who's gonna hold you, gonna know you, gonna troll you?You left your typewriter at my apartmentStraight from the tortured poets departmentWho else decodes you? (Ooh-ooh)(Ooh-ooh)(Ooh-ooh);343.512;Jack Antonoff / Taylor Swift
The Trick To Holding On;https://www.letras.mus.br/taylor-swift/the-trick-to-holding-on/;Let go of the ones who hurt youLet go of the ones you outgrowLet go of the words they hurl your wayAs you’re walking out the doorThe only thing cut and dryIn this hedge-maze lifeIs the fact that their words will cutBut your tears will dryThey don’t tell you this when you are youngYou can’t hold on to everythingCan’t show up for everyoneYou pick your poisonOr your curePhone numbers you know by heartAnd the ones you don’t answer any moreHold on to the faint recognition inThe eye of a strangerAs it catches you in its lustrous netHow quickly we become intertwinedHow wonderful it is to forgetAll the times your intuition failed youBut it hasn’t killed you yetHold on to childlike whims and moonlightSwims and your blazing self-respectAnd if you drive the roads of this townOnes you’ve gone down so many times beforeFlashback to all the timesLife nearly ran you off the roadBut tonight your hand is steadySuddenly you’ll knowThe trick to holding onWas all that letting go;7.519;Taylor Swift
The Very First Night;https://www.letras.mus.br/taylor-swift/the-very-first-night-taylors-version-from-the-vault/;I wish I could flyI'd pick you up and we'd go back in timeI'd write this in the skyI miss you like it was the very first nightAnd so it goesEvery weekend this same partyI never go aloneAnd I don't seem brokenheartedMy friends all say they knowEverything I'm going throughI drive down different roadsBut they all lead back to you'Cause they don't know about the night in the hotelThey weren't riding in the car when we both fellDidn't read the note on the Polaroid pictureThey don't know how much I miss youI wish I could flyI'd pick you up and we'd go back in timeI'd write this in the skyI miss you like it was the very first nightAnd so it wasWe never saw it comingNot trying to fall in loveBut we did like children runningBack then we didn't knowWe were built to fall apartWe broke the status quoThen we broke each other's heartsBut don't forget about the night out in LADance in the kitchen, chase me down through the hallwayNo one knows about the words that we whisperedNo one knows how much I miss youI wish I could flyI'd pick you up and we'd go back in timeI'd write this in the skyI miss you like it was the very first nightTake me away, take me awayTake me away to you, to youTake me away, take me awayTake me away to you, to youI remember the night at the hotelI was riding in the car when we both fellI'm the one on the phone as you whisperDo you know how much I miss you?I wish that we could go back in timeAnd I'd say to youI miss you like it was the very first nightI wish I could flyI'd pick you up and we'd go back in timeI'd write this in the skyI miss you like it was the very first nightTake me away, take me awayTake me away to you, to youTake me away, take me awayTake me away to you, to you;100.091;Amund Björklund / Espen Lind / Taylor Swift
The Way I Loved You;https://www.letras.mus.br/taylor-swift/1375144/;He is sensible and so incredibleAnd all my single friends are jealousHe says everything I need to hearAnd it's like I couldn't ask for anything betterHe opens up my door and I get into his carAnd he says: You look beautiful tonightAnd I feel perfectly fineBut I miss screaming and fighting and kissing in the rainAnd it's 2AM and I'm cursing your nameSo in love that you act insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youHe respects my space and never makes me waitAnd he calls exactly when he says he willHe's close to my mother, talks business with my fatherHe's charming and endearing, and I'm comfortableBut I miss screaming and fighting and kissing in the rainAnd it's 2AM and I'm cursing your nameSo in love that you act insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youHe can't see the smile I'm fakingAnd my heart's not breaking'Cause I'm not feeling anything at allAnd you were wild and crazyJust so frustratingIntoxicating, complicatedGot away by some mistake and nowI miss screaming and fighting and kissing in the rainIt's 2AM and I'm cursing your nameSo in love that I acted insaneAnd that's the way I loved youBreakin' down and coming undoneIt's a roller coaster kinda rushAnd I never knew I could feel that muchAnd that's the way I loved youOh, and that's the way I loved youNever knew I could feel that muchAnd that's the way I loved you;856.539;Taylor Swift / John Rich
There's Your Trouble;https://www.letras.mus.br/taylor-swift/1317696/;Should have been different butit wasn't different, was itsame old story, dear john,and so longshould have fit like a gloveshould have fit like a ringlike a diamond ringa token of true loveshould have all worked outbut it didn'tshe should be here nowbut she isn'tThere's your trouble,there's your troubleyou keep seeing doublewith the wrong oneyou can't see i love you,you can't see she doesn'tbut you just keep holding onthere's your troubleSo now you're thinking 'boutall you're missing howdeep you're sinking,round and round and dragging downwhy don't you cash in your chipswhy don't you call it a lossnot such a big loss,chalk it up better luckcould have been true lovebut it wasn'tit should all add upbut it doesn'tThere's your trouble,there's your troubleyou keep seeing doublewith the wrong oneyou can't see i love you,you can't see she doesn'tbut you just keep holding onthere's your troubleShould have all worked outbut it didn'tshe should be here nowbut she isn'tThere's your trouble,there's your troubleyou keep seeing doublewith the wrong oneyou can't see i love you,you can't see she doesn'tbut you just keep holding onthere's your trouble;21.947;Sabe de quem é a composição? Envie pra gente.
Thinking About You (Unreleased);https://www.letras.mus.br/taylor-swift/thinking-about-you/;I walked into a chair today'Cause I was thinking 'bout youYour face jumped right in my wayLike lately things doOh, baby, can't you see?The thought of you makes a mess of meI walked into a chair today'Cause I was thinking 'bout youAnd now II can't walk straight, I can't talk straightI can't think about anything but the wayIt should be and it could beAnd 'till you come 'round again I will beDoing what I usually doThinking 'bout youI get lost when I drive around townThinking 'bout your smileI always end up on your side of townAnd I don't know whyThere must be something under this hoodThat’s got a mighty strong liking to youI walked into a chair today'Cause I was thinking 'bout youLatelyI can't walk straight, I can't talk straightI can't think about anything but the wayIt should be and it could beAnd until you come 'round again I will beDoing what I usually doThinking 'bout youYour eyes are the color ofThe deep blue seaThe one that I go swimming inEvery time you look at meI can't walk straight, I can't talk straightI can't think about anything but the wayIt should be and it could beAnd 'till you come 'round again I will beDoing what I usually doThinking about youI walked into a chair today'Cause I was thinking 'bout you;8.824;Sabe de quem é a composição? Envie pra gente.
Thirteen Blocks (Can't Call It Love);https://www.letras.mus.br/taylor-swift/thirteen-blocks-cant-call-it-love/;Stumbled off the porch stepsI sat down in the carOnly thirteen blocks across this townTo get to where you areAnd that don't offer me much timeTo make up my mindSo I best be driving slowOn my way to letting goThese headlights, they just want to fadeOff into the nightBut if they're half as stubborn as meThey’ll just keep on shining brightI ain't ever been one to settle likeThe dust does on the dashAnd since the feeling ain't strong, I'll just move onAnd leave this in my pastOnce you're gone, I know your memoryWill somehow get the best of meSo why question everything I do?Unsure of turning you awayWondering 'bout how I'll act todayIf you have found somebody newSo I've been holding on way too longBut not another minuteI might miss you bad, butCan't call it love if you ain't in itRed light turns to greenThen back to red againI wish there were some other travelers out hereTo slow my travelingBut even though the wheel rolled onInside I still don't knowOh, and it troubles me soOnce you're gone, I know your memoryWill somehow get the best of meSo why question everything I do?Unsure of turning you awayWondering 'bout how I'll feel todayI see you found somebody newAnd I've been holding on way too longBut not another minuteI might miss you bad, butCan't call it love if you ain't in itOnce you're gone, I know your memoryWill somehow get the best of meSo why question everything I do?Unsure of turning you awayWondering 'bout how I'll feel todayI see you found somebody newSure, I've been holding on way too longBut not another minuteI might miss you bad, butCan't call it love if you ain't in itYour car comes to a rest in the driveYou open up the door and I see you, you smile;3.924;Taylor Swift
