titulo;url;letra;views;composicao;extracted_at
Nem Um Dia;https://www.letras.mus.br/djavan/45538/;Um dia frioUm bom lugar pra ler um livroE o pensamento lá em vocêEu, sem você, não vivoUm dia tristeToda fragilidade incideE o pensamento lá em vocêE tudo me divideUm dia frioUm bom lugar pra ler um livroE o pensamento lá em vocêEu, sem você, não vivoUm dia tristeToda fragilidade incideE o pensamento lá em vocêE tudo me divideLonge da felicidade e todas as suas luzesTe desejo como ao arMais que tudoÉs manhã na natureza das floresMesmo por toda riqueza dos sheiks árabesNão te esquecerei um dia, nem um diaEspero com a força do pensamentoRecriar a luz que me trará vocêE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores grisE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores grisUm dia frioUm bom lugar pra ler um livroE o pensamento lá em vocêEu, sem você, não vivoUm dia tristeToda fragilidade incideE o pensamento lá em vocêE tudo me divideMesmo por toda riqueza dos sheiks árabesNão te esquecerei um dia, nem um diaEspero com a força do pensamentoRecriar a luz que me trará vocêE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores grisE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores grisE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores grisE tudo nascerá mais beloO verde faz do azul com o amareloO elo com todas as coresPra enfeitar amores gris;3.186.649;Djavan;2025-09-07 12:33:59
Nereci (part. Mariazinha);https://www.letras.mus.br/djavan/85896/;Nereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marNereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marNereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marNereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marAlém de todos alémAlém do além marNereci além do azul estaráAlém de todos alémAlém do além marNereci além do azul estaráAlém de todos alémAlém do além marNereci além do azul estaráNereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marNereci, quando o mar levouTeria sido de traiçãoSerá que na maré de hoje, ela virá?Rainha do marAlém de todos alémAlém do além marNereci além do azul estaráNereci além do azul estaráAlém de todos alémAlém do além marNereci além do azul estaráRainha do marAlém de todos alémAlém do além marNereci além do azul estaráNereciAlém de todos alémAlém do além marNereci além do azul estará (rainha do mar);12.671;Djavan;2025-09-07 12:33:59
Nkosi Sikeleli Afrika (Hino do Congresso Nacional Africano);https://www.letras.mus.br/djavan/nkosi-sikele-iafrika/;"Nkosi sikelel' iAfrikaMaluphakanyisw' uphondo lwayo,Yizwa imithandazo yethu,Nkosi sikelela, thina lusapho lwayo.Morena boloka setjhaba sa heso,O fedise dintwa la matshwenyeho,O se boloke, O se boloke setjhaba sa heso,Setjhaba sa South Afrika - South Afrika.Uit die blou van onse hemel,Uit die diepte van ons see,Oor ons ewige gebergtes,Waar die kranse antwoord gee,Sounds the call to come together,And united we shall stand,Let us live and strive for freedom,In South Africa our landYihla Moya, Yihla Moya,Yihla Moya OyingcweleSikelela iNkosi zetu;Zimkumbule umDali wazo;Zimoyike zezimhlonele,Azisikelele.Sikelel' amadod' esizwe,Sikelela kwa nomliselaUlitwal'ilizwe ngomonde,Uwusikelele.";6.707;Enoch Sontonga;2025-09-07 12:33:59
Nó Na Madeira;https://www.letras.mus.br/djavan/no-na-madeira/;Eu sou é madeiraEm samba de roda já dei muito nó...Em roda de samba sou considerado,De chinelo novo brinquei carnaval, carnaval.Eu sou é madeiraMeu peito é do povo do samba e da gente,E dou meu recado de coração quenteNão ligo a tristeza, não furo eu sou gente.Sou é a madeiraTrabalho é besteira, o negócio é sambarQue samba é ciência e com consciênciaSó ter paciência que eu chego até lá...Sou nó na madeiraLenha na fogueira que já vai pegarSe é fogo que fica ninguém mais apagaÉ a paga da praga que eu vou te rogar;1.938;João Nogueira / Eugênio Monteiro;2025-09-07 12:33:59
Nobreza;https://www.letras.mus.br/djavan/45539/;Nossa velha amizade nasceuDe uma luz que acendeuAos olhos de abrilCom cuidado e espanto eu te olheiNo entanto você sorriuConcedendo-me a graça de verTalhado em você a nobreza de frenteO amor se desnudandoNo meio de tanta genteUm doce descascado pra mimEu guardo pro fimPra comer demoradoUma grande amizade é assimDois homens apaixonadosE sentir a alegria de verA mão do prazer acenando pra genteO amor crescendo enfimComo capim pros meus dentes;31.887;Djavan;2025-09-07 12:33:59
Num Mundo de Paz;https://www.letras.mus.br/djavan/num-mundo-de-paz/;Vem ver a tarde, amorNunca tal esplendorFez-se notar com tanta resoluçãoVem que o anil do amorE o sangue da paixãoVão ostentar usando de toda corE aí pensar, em tudo que se vai fazerE avaliando o entorno das coisasAbstrair o que só nos faz perderPra que você possa me olharE querer tudo de novoE contar com o que vai terE no sal de um beijo novoTer motivo pra viverBelas noites de verão de mãos dadas por aíRetomar o que era bomMas se não quiser sairDeixarQue o vento leveE o amor se encarregue de tudoE que a gente volte a rir de tudoE que a vida seja longa e tudoNum mundo de pazE que a gente volte a rir de tudoE que a vida seja longa e tudoNum mundo de pazVem ver a tarde amorNunca tal esplendorFez-se notar com tanta resoluçãoVem que o anil do amorO sangue da paixãoVão ostentar usando de toda corVem que o anil do amorO sangue da paixãoVão ostentar usando de toda corE aí pensar, em tudo que se vai fazerE avaliando o entorno das coisasAbstrair o que só nos faz perderPra que você possa me olharE querer tudo de novoE contar com o que vai terE no sal de um beijo novoTer motivo pra viverBelas noites de Verão de mãos dadas por aíRetomar o que era bomSer feliz é logo aliE querer tudo de novoE contar com o que vai terE no sal de um beijo novoTer motivo pra viverBelas noites de verão de mãos dadas por aíRetomar o que era bom;5.472;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:34:00
Num Mundo De Paz;https://www.letras.mus.br/djavan/num-mundo-de-paz-2/;Belas noites de verãoDe mãos dadas por aíRetomar o que era bomMas se não quiser sair, deixarQue o vento leveE o amorSe encarregue de tudoE que a gente volte a rir de tudoE que a vida seja longa e tudoNum mundo de paz;682;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:34:00
Numa Esquina de Hanói;https://www.letras.mus.br/djavan/45540/;Um é par de doisQuer ver, verásIrei a ti pra viverDepois morrer de pazOu nãoQuem saberá?Ficarei sabedorSe você temperou no salOu se salobro nósMe atiro, cívicoAos meus amigosDe varar a noiteTrazás nó cego, dirásE eu rirei, pecadorNo que você corará maisE de cor entregarásA minha alma vivaE depenada para o satanásQue enfim, quiçá lhe traiIndiferente a mimQue não lhe significa nada maisDo que um lobo atrozPerdido numa esquina de HanóiPerdido numa esquina de Hanói;13.499;Djavan;2025-09-07 12:34:00
Nuvem Negra;https://www.letras.mus.br/djavan/45541/;Não adianta me ver sorrirEspelho meuMeu riso é seuEu estou ilha ... daHoje não ligo a TVNem mesmo pra ver o JôNão vou sairSe ligarem não estouÀ manhã que vemNem bom-dia  eu vou darSe chegar  alguémA me pedir um favorEu não seiTá difícil ser euSem reclamar de tu ...doPassa nuvem negraLarga o diaE vê se leva o malQue me arrasouPra que não faça sofrer mais ninguémEsse amor que é raroE é precisoPra nos levantarMe derrubounao sabe parar de crescere doer;102.750;Djavan;2025-09-07 12:34:00
Nvula;https://www.letras.mus.br/djavan/1841444/;Maca ditila nanazanrayNo kulaiê daca destemyKe manga kuru,Ke kuraia, nobon dayaDolá yo daka...;3.101;Lokua Kanza;2025-09-07 12:34:00
O Tal do Amor;https://www.letras.mus.br/djavan/o-tal-do-amor/;Me vejo ao seu ladoCom o ego infladoEu vivo a quererO seu amorSeja como forTeu beijo ardenteNão sai da menteE o meu coraçãoNão sabe o que é ilusãoSe eu lhe chamarVocê não olharVai me pesar, mas voaE eu espero na boaSorrir pra mimÉ quase um jardimOnde pássaros voamE entidades atuamPro bem querer o bemSe unificarE assombrar a dorPra estarmos juntosEm nome do talDo amor;9.287;Djavan;2025-09-07 12:34:00
O Vento;https://www.letras.mus.br/djavan/85897/;Minha mulher, minha irmãMinha cara metadeDe carne maçã, maçãMinha costela- de-AdãoMeu pé de romã, romãVento que bate na portaTrazendo notíciasQue tem de alguémVento que entorna a manhãDo meu bemMe leva, me levaVentoBate suas asasVoa sobre as casasVentofaz o dia delirarTraz minha morena do além- marMinha irmã, meu irmãoQuem tem ouro na peleDa alma pagã, pagãVento me ensina a tocarA flauta de Pã, de Pã;24.731;Djavan / Ronaldo Bastos;2025-09-07 12:34:00
Obi;https://www.letras.mus.br/djavan/85898/;ObiObáQue nem zen, czarShalonJerusalém, z'oiseauNa relva ralaMeu arerêTombaraAli, AláLogo alémNem láLogumPra cá ninguém faraóNo ver da genteO samba é pedra mórÁfricaBenficaE fica melhorAmanheceu de um sorrisoVida como é precisoSonhandoSentindoCantandoInfindoOuvindoFalandoFalo de mimPra vocêAlô, oláSe não for pra jáSo longOuricuri madurouNo ver da genteO samba é pedra mórÁfricaBenficaE fica melhor;16.581;Djavan;2025-09-07 12:34:00
Oceano;https://www.letras.mus.br/djavan/11337/;Assim que o dia amanheceu láNo mar alto da paixãoDava pra ver o tempo ruirCadê você? Que solidão!Esquecera de mimEnfim, de tudo o que há na terraNão há nada em lugar nenhumQue vá crescer sem você chegarLonge de ti, tudo parouNinguém sabe o que eu sofriAmar é um deserto e seus temoresVida que vai na sela dessas doresNão sabe voltar, me dá teu calorVem me fazer feliz, porque eu te amoVocê deságua em mim, e eu, oceanoE esqueço que amar é quase uma dorSó sei viver se for por vocêEnfim, de tudo o que há na terraNão há nada em lugar nenhumQue vá crescer sem você chegarLonge de ti, tudo parouNinguém sabe o que eu sofriAmar é um deserto e seus temoresVida que vai na sela dessas doresNão sabe voltar, me dá teu calorVem me fazer feliz, porque eu te amoVocê deságua em mim, e eu, oceanoE esqueço que amar é quase uma dorSó sei viver se for por você;3.228.462;Djavan;2025-09-07 12:34:00
Olá;https://www.letras.mus.br/djavan/ola/;Olá, sei que você está sóTambém vou indo só, por essa vida aforaQue bom isto me acontecerVocê me aparecer exatamente agoraEu estava com destino incertoVi você por pertoTriste na avenidaAgora vamos rir à toaEnquanto o tempo voaQue é tão curta a vidaHoje vamos ao Bola pularAmanhã você diz o que querE depois deixa o barco rolarSeja o que Deus quiserQuarta nós vamos bolarUm futuro de amor e de pazPara estarmos juntos em outros carnavais;139;Hermenegildo Evangelista de Paula;2025-09-07 12:34:01
OM;https://www.letras.mus.br/djavan/45542/;"Eu já nem sei quem souTão dedicado a ti, um cobertor pro frio.Queria ser teu ""Om"" viver grudado sim, sempre ali, sempre aliNão sou nada indelével, sou instável como a cidadeMas carrego pau e pedra só para ver-te mais à vontadeSem o mar a cobrir-te de sombras ou coresLivre pra amores desses que vêm e vãoSob o bronze da noite onde o mais são estrelasTodas ali para vê-la como fazer com os homensAh! você que nasceu com o leito pro rioQue desafio querer-te acompanhar!";36.353;Djavan;2025-09-07 12:34:01
Oração Ao Tempo;https://www.letras.mus.br/djavan/1742337/;És um senhor tão bonitoQuanto a cara do meu filhoTempo tempo tempo tempoVou te fazer um pedidoTempo tempo tempo tempoCompositor de destinosTambor de todos os rítmosTempo tempo tempo tempoEntro num acordo contigoTempo tempo tempo tempoPor seres tão inventivoE pareceres contínuoTempo tempo tempo tempoÉs um dos deuses mais lindosTempo tempo tempo tempoQue sejas ainda mais vivoNo som do meu estribilhoTempo tempo tempo tempoOuve bem o que te digoTempo tempo tempo tempoPeço-te o prazer legítimoE o movimento precisoTempo tempo tempo tempoQuando o tempo for propícioTempo tempo tempo tempoDe modo que o meu espíritoGanhe um brilho definidoTempo tempo tempo tempoE eu espalhe benefíciosTempo tempo tempo tempoO que usaremos pra issoFica guardado em sigiloTempo tempo tempo tempoApenas contigo e comigoTempo tempo tempo tempoE quando eu tiver saídoPara fora do teu círculoTempo tempo tempo tempoNão serei nem terás sidoTempo tempo tempo tempoAinda assim acreditoSer possível reunirmo-nosTempo tempo tempo tempoNum outro nível de vínculoTempo tempo tempo tempoPortanto peço-te aquiloE te ofereço elogiosTempo tempo tempo tempoNas rimas do meu estiloTempo tempo tempo tempo;48.251;Caetano Veloso;2025-09-07 12:34:01
Orquídea;https://www.letras.mus.br/djavan/orquidea/;Lembra aquela PhalaenopsisQue você me deuMe deixou com SophronitisPor um beijo seuPleurothallis, PaphiopedilumCores demaisNada comumCyrtopodium, SarcoglottisDe um bem-quererFui à Brassia na MalaxisMas não vi vocêAmabilis, Violácea-me aquiJavanica, Guttata-meCattleya ou PurpurataMe remete a vocêUma Brassavola nataSeu labelo bicolorDesacataPela fragrância da corSépala, labelo, colunaE pétala tem a florFlor que nasce, cresceE flora por amor;11.179;Djavan;2025-09-07 12:34:01
Outono;https://www.letras.mus.br/djavan/45543/;Um olhar, uma luz, ou um par de pérolasMesmo sendo azuis, sou teu e te devoPor essa riquezaUma boca que eu seiNão porque me fala lindoE sim, beija bemTudo é viável pra quem faz com prazerSedução, frenesiSinto você assim, sensual, árvoreEspécie escolhida pra ser a mão do ouroO outono traduzir, viver o esplendor em siTua pele, um bourbonMe aquece como eu queroSweet home, gostar é atualAlém de ser tão bom;250.096;Djavan;2025-09-07 12:34:01
Outro Lugar;https://www.letras.mus.br/djavan/443899/;Cê sabe que as canções são todas feitas pra vocêE vivo porque acredito nesse nosso doido amorNão vê que ta errado, tá errado me querer quando convémE se eu não estou enganado acho que você me ama tambémO dia amanheceu chovendo e a saudade me contemO céu já tá estrelado e tá cansado de zelar pelo meu bemVem logo que esse trem já tá na hora, tá na hora de partirE eu já to molhado, to molhado de esperar você aquiAmor eu gosto tanto, eu amo, amo tanto o seu olharAndei por esse mundo louco, doido, solto com sede de amarIgual a um beija-flor, que beija-flor,De flor em flor eu quis beijarPor isso não demora que a historia passa e pode me levarE eu não quero ir, não posso ir pra lado algumEnquanto não voltarNão quero que isso aqui dentro de mimVá embora e tome outro lugarTalvez a vida mude e nossa estrada pode se cruzarAmor, meu grande amor, estou sentindoQue esta chegando a hora de dormir;20.989;Milton Nascimento;2025-09-07 12:34:01
Palco;https://www.letras.mus.br/djavan/1742510/;Subo nesse palco, minha alma cheira a talcoComo bumbum de bebê, de bebêMinha aura clara, só quem é clarividente pode verPode verTrago a minha banda, só quem sabe onde é LuandaSaberá lhe dar valor, dar valorVale quanto pesa prá quem preza o louco bumbum do tamborDo tamborFogo eterno prá afugentarO inferno prá outro lugarFogo eterno prá consumirO inferno, fora daquiVenho para a festa, sei que muitos têm na testaO deus-sol como um sinal, um sinalEu como devoto trago um cesto de alegrias de quintalDe quintalHá também um cântaro, quem manda é Deus a músicaPedindo prá deixar, prá deixarDerramar o bálsamo, fazer o canto, cantar o cantarLá, lá, iá;41.938;Gilberto Gil;2025-09-07 12:34:01
