titulo;url;letra;views;composicao;extracted_at
Linha do Equador;https://www.letras.mus.br/djavan/11340/;Luz das estrelas, laço do infinitoGosto tanto dela assimRosa amarela, voz de todo gritoGosto tanto dela assimEsse imenso, desmedido amorVai além de seja o que forVai além de onde eu vouDo que sou, minha dorMinha Linha do EquadorEsse imenso, desmedido amorVai além de seja o que forPassa mais além doCéu de Brasília, traço do arquitetoGosto tanto dela assimGosto de filha, música de pretoGosto tanto dela assimNessa desmesura de paixãoÉ loucura do coraçãoMinha Foz do Iguaçu, Polo Sul, meu azulLuz do sentimento nuEsse imenso, desmedido amorVai além de seja o que forVai além de onde eu forDo que sou, minha dorMinha Linha do EquadorMas é doce morrer nesse marDe lembrar, e nunca esquecerSe eu tivesse mais alma pra dar, eu dariaIsso pra mim é viverCéu de Brasília, traço do arquitetoGosto tanto dela assimGosto de filha, música de pretoGosto tanto dela assimEssa desmesura de paixãoÉ loucura do coraçãoMinha Foz do Iguaçu, Polo Sul, meu azulLuz do sentimento nuEsse imenso, desmedido amorVai além de seja o que forVai além de onde eu vouDo que sou, minha dorMinha Linha do EquadorMas é doce morrer nesse marDe lembrar, e nunca esquecerSe eu tivesse mais alma pra dar, eu dariaIsso pra mim é viver;608.688;Caetano Veloso / Djavan;2025-09-07 12:33:51
Lobisomem;https://www.letras.mus.br/djavan/85877/;Pelo vento frio que começou a baterPela paz interior do gadoDescuidado caiu do céu um pingoVai choverSou um bicho perdidoUm ser acuado num canto do abrigoUm lobisomemAdorada distante noite escuraOnde Deus se flagra imaginandoOh! Que dor me dá de ver a terra se ferrarTá no índio, no gregoNa pele do mundoA mancha envenenada do ciúmeAssisto tudo sem verSem interesse maiorVivo longe de casa e nunca pensei em voltarAssisto tudo sem crerNada que vejo é piorLonge da minha amadaNem Deus, nem nada me tocaDia triste, quantos aisOnde estás, oh meu amor?Com quem mais posso pensar no esplendorDia triste, dor a maisEsplendor que se desfazNoutros aisQuando se sofre de amor;12.998;Djavan;2025-09-07 12:33:51
Louça Fina;https://www.letras.mus.br/djavan/1085987/;"Boa, meiga, francaJusticeira, tu me gustasChantilly num pedaço de boloLouça fina, mãos do meu amparoLuz acesaPra que eu possa seguir...Diz-me aí, sou todo ouvido:Que só quer comigoNinguém mais, nada mais que o quererQue o contrário não põe mesaInda traz tristeza... isso não se vai ver!Tudo pra mimÉ riqueza, é riquezaPorque passo ao lado teuE todo amorTem um sonho, tem um sonho:Propagar-se por terras antes perdidas,Dando vida a um viverBoca-luva, rosa-vulva,Insuficiente o ar;Vertigem, só de pensar!Cores se acabando de alegriaOnde nasça florEm qualquer ramo pálido que já foi dorÉ o que eu desejoPra nós doisTodo mêsTudo em pazToda vezMinha amadaSe eu sei bemSei que maisNão se tem, não se tem!";17.816;Djavan;2025-09-07 12:33:51
Luanda;https://www.letras.mus.br/djavan/85878/;"Foi numa noite de luandaque um clarão me abalou em lobitocomo fosse um raio de susto, um facho místicotalvez o sol tenha esquecidouma gota do dia na noitepra saciar a sede do espírito em seu pernoiteou foi o ar que incendiounum grito da mãe oxumdizendo: ""menino, onde é que tu anda?Eu te batizo africamentecom o fogo que deus lavrou tua semente""luanda, luanda, luanda, luandaluanda, luanda, luanda, luandaluanda, luanda, luanda, luanda";20.087;Djavan;2025-09-07 12:33:51
Lugar Comum;https://www.letras.mus.br/djavan/85879/;Acho bom tu relaxarAqui, mal começouQuer valer como isso vaiMadrugada romper?Vê como isso tá showOlha aquela lá, que blusãoParece a mesma que tu pegouE beijou na bocaMuito arriscadoA lá o negão!Cada uma mais demaisE neguinho mandando verOuvindo aqui ouve de tudoMenos sobre amor de mãeAqui tá bom pra mentirLugar assim ninguém nem tá aíAqui eu posso ser quem souOu ser atorTá ficando um arrocho danadoTô quase malucoÉ demais o cheiro que a gente temE com tantos dedosA coisa melhora bemQual domadorO DJ Dom Pepe põe na coleiraDark, metal, charm, punk, funkRasta, ploc, clubberLugar comumOnde todos querem amar sem sofrerE essa mulher, pura chave de cadeiaO que quer, o que fazNa minha teia?Se ferrou!Estou sonhando;27.324;Djavan;2025-09-07 12:33:51
Luz;https://www.letras.mus.br/djavan/72882/;No burro a cangaNa menina a tangaO verde do mar é umVerde num tom quase azulDo infinito ao zoomMarelouCandomblé oxumZamburar pra tirar egumO que não se vêTá aíComo tudo o que háMinha fé riu-se de mimPelo quanto tristeEu falei de dorComo se no fundoDa dorNão vivesse a paixãoMal-me-querA vida segue seu lamentoUm tanto florUm leito de rioNo cioUm cheiro de amorÉ amorQuando não dizÉ fogo por um trizUm trem entrouNo meu euE divagou felizE na dorEu passo um gizArco-irisando a solidãoNa liçãoQue o sol me traduzViver da própria luz;102.052;Djavan;2025-09-07 12:33:52
Luz e Mistério;https://www.letras.mus.br/djavan/1742336/;Oh! Meu grande bemPudesse eu ver a estradaPudesse eu terA rota certa que levasse atéDentro de tiOh! meu grande bemSó vejo pistas falsasÉ sempre assimCada picada aberta me tem maisFechado em mimÉs um luarAo mesmo tempo luz e mistérioComo encontrarA chave desse teu riso sérioDoçura de luzAmargo e sombra escuraProcuro em vãoBanhar-me em tiE poder decifrar teu coraçãoÉs um luarAo mesmo tempo luz e mistérioComo encontrarA chave desse teu riso sérioOh grande mistério, meu bem, doce luzAbrir as portas desse império teuE ser feliz;25.079;Beto Guedes / Caetano Veloso;2025-09-07 12:33:52
Maçã;https://www.letras.mus.br/djavan/85880/;"Subi ladeira nas ""carreira""Te amei desfiladeiro abaixoEncalacrei no lodo, na lamaNa areia movediça da carícia humanaO chão brilhava, a casa ria,Clareava o dia e eu nos teus braçosE viajei, fui bater na EspanhaCom o cheiro que você temMe embriaguei, destruí CasablancaE me revoltei contra a NicaráguaApós me atolar lá no IrãTeu beijo é Nova YorkO que quer dizer maçãComo é bom te quererAcordei, tava frioDei a volta e voltei pro RioDei a volta e voltei pro RioDei meia volta e voltei pro Rio";59.121;Djavan;2025-09-07 12:33:52
Maçã do Rosto;https://www.letras.mus.br/djavan/45531/;Que é isso preta?Não faça isso nao, não, não, não, não.Esse seu chamego é bom demais para o meu coração.Me ame devagarinhoSem fazer nenhum esforçoTô doido por seu carinhoPra sentir aquele gostoQue você tem na maçã do rostoQue você tem na maça do seu rostoMe ame devagarinhoSem fazer nenhum esforçoTô doido por seu carinhoPra sentir aquele gostoQue você tem na maça do rostoQue você tem na maça do seu rostoVem morrer nesse beijo que eu vou te darPor você meu desejo aumentou e pode me matarVem morrer nesse beijo que eu vou te darPor você meu desejo aumentou e pode me matar;30.457;Djavan;2025-09-07 12:33:52
Madressilva;https://www.letras.mus.br/djavan/madressilva/;Vem me iluminar com o teu sorrisoLacrar tudoDe aroma igual a madressilvaÉs minha eu seiAbriste um céu azulEm meio a tempestade glacialÉ normal porque és minhaE cumprir qualquer desejo teuMe é sagradoPor precisar te-lá ao meu ladoO fogo aquece a LuaImersa na luz do amorTu que me tiraste de um vazioDores, idasAo teu pensamento eu associoMinha vidaEntre os seres de boa sorte que a natureza criouEstou eu porque és só minhaCom quem de mar em mar avisteiUm cais douradoPra contemplar nosso passadoO fogo aquece a LuaImersa na luz do amor;2.793;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:33:52
Magia;https://www.letras.mus.br/djavan/85881/;Reserve o mito da magia        )Só pra você                           ) BISDas leis sobrenaturaisDo amor jamaisExistiu você                         )Existiu você                         ) BISExistiu você                         )Reserve o mito da magia        )Só para você                         ) BISNa dor unilateralDo anti-amor na qualEvadiu vocêEvadiu você;19.824;Djavan;2025-09-07 12:33:52
Mal de Mim;https://www.letras.mus.br/djavan/85882/;"Eu penseique fosse coisa para um dia sóFicar de mal de mimReagiSou seu amigo e digo ""Como vai?""Você fica séria e  nem sinalBrigou comigo e a solidão serviráDe lugar pra nós doisSe é amor, que tal agir e não radicalizar?Sejamos mais lisosPega esse meu ombroRega, se adormecer eu sei que o sono passou a pernaNessa distância férreaque marcou o meu amorDormir contigo é escutar Gal e TomO que rolar é bomPassear, rever amigos, conduzir boas novasVisitar a Grécia no futuro";118.885;Djavan;2025-09-07 12:33:52
Malásia;https://www.letras.mus.br/djavan/45533/;Eu vou lá na Malásia te verSe você pra Ásia forEu nem contaria de um até trêsPensei, já fuiJá que eu posso sem asas voarSempre que tu me beijasNão é histeria querer estarOnde tu estejasImpossível é ela não sucumbirTudo se faz por amorPrincesa se humilhaVidas se anula, flores se dãoEu vou seguirNas noites de medo e dramasVou cavalgarO monstro sagrado do amorInsaciávelSempre a correr em chamasCruzar o espaçoA procurar minha estrela, estrelaSaiu com a noite e me deixou;14.470;Djavan;2025-09-07 12:33:52
Maledeto;https://www.letras.mus.br/djavan/maledeto/;Tô aqui sempre fazendo planos pra estar com vocêPrometendo o amor sem os danos que você quer terUm olhar pouco mais demorado já me faz sonharQuando penso que a tenho ao meu ladoVocê vai atrás do maledetoVocê vai atrás do maledetoVocê vai que vaiQueira ou não, tô vivendo na duvida, se vou conseguirDesespero, mas vou virando laje pra lhe seduzirNão sou mar para viver de ondaNão vou me enganarSe eu ficar mergulhado nas sombrasVou cair na buraqueira mesmoVou cair na buraqueira mesmoMas eu vou que vouJá viu que arraso é se dar pra alguém que o quer pra siNada é tão bomE beber da agua que há, dividir pra crescerTente me quererMinha madredeus,Mãe de Deus não me deixe sóAjudai aos seusRetirai do viver, o nó;6.096;Djavan;2025-09-07 12:33:53
Mande Um Sinal;https://www.letras.mus.br/djavan/mande-um-sinal/;Se um dia acontecerVocê voltar pra mimEu juro, meu amorVou lhe dizer que simMande um sinalAquilo que eu fizEu sei, não tem perdãoPerdoa, meu amorDaqui pra frente, eu seiEu vou saber cuidar de vocêEu juro que vou me entregar ao amorSem pensar no dia de amanhãVocê pode ter a certezaQue eu falo a verdadeLição que a vida me deuCaminhoAndar com você pelo mundoDestinoSe um dia acontecerVocê voltar pra mimEu juro, meu amorVou te fazer felizMande um sinalQue eu vou correndo te ver;8.030;Cézar Mendes / Ronaldo Bastos;2025-09-07 12:33:55
Mãos Dadas;https://www.letras.mus.br/djavan/maos-dadas/;Agi assim porque não tolero gente ruimNão quis saber que sem você eu passo malNão me humilheiSempre lhe deiMuito mais do que pude dar para alguémMas no amor que eu dediquei a vocêNão há mais ninguémNão maisNão digo nunca maisPra não ser enfáticoMas certas tardes já não mais virãoE não é segredoE assim não mais poder sair de mãos dadasPor aí à foraAflora o medo;4.490;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:33:55
Mar À Vista;https://www.letras.mus.br/djavan/85883/;Eu não seiQue será de mim!Eu não seiE nada me importa saberEu só seiQue havia um mar à vista aliVocê passou assim por mimE eu me perdi;13.655;Djavan;2025-09-07 12:33:55
Mar de Ilusão;https://www.letras.mus.br/djavan/85884/;Se entardeceuE a luz morreu no teu solMe chama, me chama de amorSe em vez de céuTe deram um mar de ilusãoMe chama me chama de amorE eu irei perdoarPor que igual ao ventoA gente fica sóSe mal se conduz;17.425;Djavan;2025-09-07 12:33:55
Maria Das Mercedes;https://www.letras.mus.br/djavan/45534/;Eu tenho uma namorada viva no interiorMaria das Mercedes, linda como um beija-florOntem eu recebi carta dela cheirando a fulôMeu nego, estou intacta, pura, volte, por favorLá pros quarentaLá pros quarenta eu vouLá pros quarentaLá pros quarenta eu vouEu quis escrever pro velho endereçoSobretudo que eu conheço da cidade grandeComo fui infame, esqueci o seu sobrenomeSe é Pereira, Moreira, FerreiraSó sei que acaba com eiraComo aquela bananeiraSe é Pereira, Moreira, FerreiraSó sei que acaba com eiraComo aquela bananeira;28.098;Djavan;2025-09-07 12:33:56
Matizes;https://www.letras.mus.br/djavan/1085988/;Você vem de longeDe outra vida, de outro lugarSe o meu sangue fogeÉ você que acabou de chegarO amor consomeDesde quando é só afeiçãoPois já traz seu nomeComo dona do meu coraçãoMas você se admiraDe me encontrarJá eu fiquei bem pertoDe tremularFicamos sósPerdi a vozVocê sorriuFoi quando eu ri tambémPensei que morreria...Ainda bem!De puro amorVocê tentou amenizarAquela emoçãoApanhando uma pedra no chãoAmor não pede nadaE o que sente logo exibeVocê, mesmo abalada,Tem um encantoQue me inibeNa íris dos meus olhosMergulhavam seus matizesA planejar o beijoQue o desejoJá exige!;19.356;Djavan;2025-09-07 12:33:56
Me Leve;https://www.letras.mus.br/djavan/85885/;Hoje quando eu fui te ver, bemLembrando as coisas mais banaisParei lá no lugarVocê já não tava maisRio de Janeiro secouOu não?Quem sabe eu esqueciVocê noutro lugarSei lá, GuarapariTudo que era azulFicou downQue mal não ter você aliNinguém, me viu, chorarMas, tá doendoQuem mandou me seduzirSe você forMe leve daquiPra onde váEu agora sou seu parQuando sairMe leve com vocêEntão não vá;44.670;Djavan;2025-09-07 12:33:56
Mea-Culpa;https://www.letras.mus.br/djavan/1085983/;Eu não digoQue se trate de um amor perdidoResta a chama, mas a horaDe fazer o mea-culpa é agoraE exibir outros dadosQue impliquem outros resultadosCom a bênção do perdãoPor que não, por que não?Não botei féNunca dei margem pra sofrimentoTô atento, mas os diasCom a marca da melancoliaSão lembrados!...E é possívelQue no afã de uma ou outra brigaTenha errado sem perdãoMas quem não, mas quem não?Não sei se o meu rivalDescrito como o talNo seu caso de amorVacilouNão fez o que éPra se fazerMas sei que o passadoVem cobrar meu bem,E nessa é um tal de chorarViver no bar buscando aliviarA dor da solidão, sem açãoSó pensando em voltarA sorrir ou chorarCom a vidaQue antes parecia rasa e cinzaEm verdadeEra pão, era vinho, era chão.;10.571;Djavan;2025-09-07 12:33:56
Melodia Sentimental;https://www.letras.mus.br/djavan/1200339/;Acorda, vem ver a luaQue dorme na noite escuraQue surge tão bela e brancaDerramando doçuraClara chama silenteArdendo meu sonharAs asas da noite que surgemE correm o espaço profundoOh, doce amada, despertaVem dar teu calor ao luarQuisera saber-te minhaNa hora serena e calmaA sombra confia ao ventoO limite da esperaQuando dentro da noiteReclama o teu amorAcorda, vem olhar a luaQue brilha na noite escuraQuerida, és linda e meigaSentir seu amor é sonhar;58.300;Dora Vasconcelos / Heitor Villa-Lobos;2025-09-07 12:33:56
Meninos, Eu Vi;https://www.letras.mus.br/djavan/1665211/;Um grande amorPara viver um grande amorEu vi o grande amor no claro olhar da minha amada, eu viQue todo o grande amor ainda é pouco, ainda é nada, eu viAmores que jamais vereiMeninos, eu viviVivendo a poesia de verdadeTambém vi a cidade incendiada, eu tive medoEu vi a escuridãoEu vi o que não quisAmei mais do que pude, eu fiquei cego de paixãoE acho que enfim eu vi um homem ser felizJuro que um dia eu vi um homem ser felizEu vi o grande amor escancarado em cada cara, eu viO amor evaporando pelos céus da GuanabaraAmores de imortal verãoMeninas, como eu viVivendo poesia de verdadeEu vi uma cidade enfeitiçada, e tive medoEu vi um coraçãoMolhando o meu paísAmei mais do que pude, eu fiquei cego de paixãoE acho que enfim eu vi o homem ser felizAh, juro que um dia eu vi o homem ser feliz!;4.303;Antonio Carlos Jobim / Chico Buarque;2025-09-07 12:33:56
Meu;https://www.letras.mus.br/djavan/45535/;Você sabe fazerTudo o que fazNada existe em vocêQue eu não goste demaisQuando você me dizMe apaixonei por você, meuFaz a cara felizDe quem sabe o que é seuEu nunca vi nada assim, ô louco!É como faz o amorPra se protegerDá um zignal na dorÉ vetado sofrerDiscordar, discutirNada é mais saudável, não, não, nãoUm olhar neném de serLogo fecha a questãoEu nunca vi nada assim, ô loucoAr, só com vocêMar, com você qualquer fundura dáTudo é tão meuQuando você vem se chegando, chegandoDe um modo só seu;96.772;Djavan;2025-09-07 12:33:56
Meu Bem Querer;https://www.letras.mus.br/djavan/meu-bem-querer/;Meu bem querer é segredo, é sagradoEstá sacramentado em meu coraçãoMeu bem querer, tem um quê de pecadoAcariciado pela emoçãoMeu bem querer, meu encantoTô sofrendo tanto, amorE o que é o sofrerPara mim que estouJurado pra morrer de amorMeu bem querer é segredo, é sagradoEstá sacramentado em meu coraçãoMeu bem querer, tem um quê de pecadoAcariciado pela emoçãoMeu bem querer, meu encantoTô sofrendo tanto, amorE o que é o sofrerPara mim que estouJurado pra morrer de amor;264.782;Djavan;2025-09-07 12:33:57
Meu Romance;https://www.letras.mus.br/djavan/meu-romance/;Tu és meu romanceCom toda nuanceDe um esplendorSerás a primeiraE única bandeiraDe um grande amorE eu sinto o efeitoDo ar rarefeitoQuando longe estouEu só sei de mimPelo teu olharO que não vem de tiNão me alcançaráOnde você vaiSempre me encontreiNo topo da pazSer de quem nos quer é terAmar a quem se quer é serEu sou por amar vocêTu és meu romanceCom toda nuanceDe um esplendorSerás a primeiraE única bandeiraDe um grande amorE eu sinto o efeitoDo ar rarefeitoQuando longe estouEu só sei de mimPelo teu olharO que não vem de tiNão me alcançaráOnde você vaiSempre me encontreiNo topo da pazSer de quem nos quer é terAmar a quem se quer é serEu sou por amar você;4.275;Djavan;2025-09-07 12:33:57
Mil Vezes;https://www.letras.mus.br/djavan/85886/;Mil vezes te amoMeu bemPasso a vidaA procurar vocêNão vejo graça em mais ninguémSaí do leblonLá pelas cinco da manhãSem te verComo vou ficar sem você?Nêgo falaQue é melhor abrirNão páro de pensar em tiChego a delirarLouco pra te dar um alôLeio algoMas você não passaPego uma uvaApago a luzMe sinto nuVou dormirSem ter vontade, tardePorque voce não apareceuDedo de DeusMedo do paiAi, ai, que raiva!;19.617;Djavan;2025-09-07 12:33:57
Milagreiro;https://www.letras.mus.br/djavan/65750/;Agora vamos ter os girassóisDo fim do anoE o calor vem desumanoTudo irá se expandirCrescer com as águasQuiçá, amores nos coraçõesE um santeiro, milagreiroPrevê a dor de terceirosE diz que a vida é feita de ilusãoE um santeiro, milagreiroPrevê a dor de terceirosE diz que a vida é feita de ilusãoAquela que um dia o fez sonharSe foi com o outroNo dia em que os dois se casariam por amorEle aluouHoje o seu pesar cintila nos varaisUsou as sete vidas e não foi feliz jamaisToda a imensidão passou pela vidaE foi cair na solidãoMais um santo para esculpir é o que lhe valePra evitar que o rancor suas ervas espalhe;126.999;Djavan;2025-09-07 12:33:57
Minha Irmã;https://www.letras.mus.br/djavan/45537/;Vento cantou na mata, trovão roncouFilho de Juca, que raio matouMãe disse que eu botasse o olho em vocêEntão, passa pra dentro, menino vai chover;44.182;Djavan;2025-09-07 12:33:57
Minha Mãe;https://www.letras.mus.br/djavan/85887/;O descampado se viaE eu de esperarTava mortaCom jeito de agoniaEu me encostava na portaA disfarçar a barrigaDos risos da fantasiaFingindo terNos meus olhosUm sol que nunca podiaVia passar procissõesE os velhos nos caramanchõesê, êVia passar esses diasComo se fossem dobradosArdia em mimEsse filhoComo se fosse pecadoFilho do pecado;21.566;Djavan;2025-09-07 12:33:57
Miragem;https://www.letras.mus.br/djavan/85888/;Com a mão de um desejoSelvagemRoubarei a sedaQue o beijo guardouSó pra dar uma riquezaPro meu amorVivo por que te vejoMiragemNum lampejo de abelhaFazendo o melVou fazer no céuDo teu carinhoUma lã pro cioNa certezaDe quem faz o vinhoTeu calorAlucinaE a pleno rigorDominaFeito uma coisaQue mata de prazerDeixa verSe eu não morrerTe quero de novoAndo por onde vejoMiragemUm beijo passou por mim;40.960;Djavan;2025-09-07 12:33:57
Miss Susanna (Florir);https://www.letras.mus.br/djavan/85889/;Miss Susanna pleasePardon me for askingBut what was it you called me for?In a room removedMaster would not approveOf you and I behind closed doorsNot at allIt isn't right at allMiss Susanna pleaseWhatever are you sayingIt frightens me to stand so nearSurely you must seeWhat will become of meThe moment that the master hearsWhat we've doneHe wouldn't like it noneMuch as I desire theeOh, lady, oh, this isn't the place for meIf the word gets outOh, oh, ohThere will be no doubtOh, oh, ohThey will hang me highOh, oh, ohIn the moonless skyOh, oh, ohMiss Susanna pleaseThink of what you're sayingTell me where you put your keySeeing you this wayI feel I must obeyNo matter what becomes of meRight or wrongI'm just not, not that strongMuch as she desires meSalvation is keeping my lady pleasedIf the word gets outOh, oh, ohThere will be no doubtOh, oh, ohThey will hang me highOh, oh, ohIn the moonless skyOh, oh, ohO que vou fazerÉ te satisfazerCom o meu amorOh, oh, oh;6.445;Djavan;2025-09-07 12:33:57
Morena de Endoidecer;https://www.letras.mus.br/djavan/85890/;Saí na porta de casaOlhei pro céu e penseiParece que vai choverParece que vai choverParece que vai choverO amor que trago no peitoÉ carga pra mais de dezMorena de endoidecerMorena de endoidecerMorena de endoidecerMorena de endoidecerVai pensamento, vaiViajar de navio pra verQue fim levou minha vidaQuando você foi emboraO céu deu de escurecerSerá que eu fiquei chorando, ô ôParece que vai choverSerá que fiquei chorando, ô ôParece que vai choverSerá que eu fiquei chorando, ô ôParece que vai chover;25.793;Cacaso / Djavan;2025-09-07 12:33:57
Muito Mais;https://www.letras.mus.br/djavan/85891/;Quero saberAmorSe me quer em seu coraçãoEu prefiro morrerAcabouSó não quero levar um nãoQuero saberAmorSe me quer em seu coraçãoEu prefiro morrerAcabouSó não quero que a tristezaAfaste você de mimNem desejo que o seu lindo olharE o que lembrar vocêMe abandoneSe o céu incandescer de uma vezLuz escorrerTudo virar verãoMe espere aquiQue eu vou aliPegar Halley pra tiVolto pra verVocê correrPra me dizerQue simÉ AlagoasQuem dera nas suas águasMe banharMuito maisMas deixa issoPra longe.;17.696;Djavan;2025-09-07 12:33:58
Muito Obrigado;https://www.letras.mus.br/djavan/85892/;Obrigado por tudo quantoVocê me fez por nadaPor nada se mataE morre de amorNão quero parecer com nadaNo mundo porqueApesar da entranha feridaDonde eu saí pro nadaDo nada também se nasceUma flor com todo seu poderDe coloração e magiaTudo isso é uma questão de saberSaber viverTudo isso é uma questão de amarPra entenderTudo isso é uma questão de quererReconhecerQue quem sabe tudonada há de ser, nesse compassoHá espaço pra quem quiser viverMuito obrigadoMuito obrigado BISMuito obrigadoPor tudo que eu tenho passado;49.486;Djavan;2025-09-07 12:33:58
Mundo Vasto;https://www.letras.mus.br/djavan/64677/;Conta pra pagar, a vida é o mesmo beabáum desalento natoconto com você pra me salvarde me prenderao que não for bom de fatofico esperando a festaque é você chegandocom o que há de bom e de melhor no pratomeu amor, é vocêquem me vê lá no altosem o seu braço de pazo resto é medocrise em cada cantoquem já não vinha com tantosequer sobrou pro gastosó você pra me tirar dessa cadeia de pesarque assola esse mundo vastomeu amor, sem vocêo que posso esperarver a solidão da naturezasó crescer ante a surdez do mundopor segundomenos bicho, menos águaquem manda bem, muito bemmas também pagaDeus me fez nascerpra eu viver de um tudotudo é muito vagoe sem apoio o bicho é braboo trigo é joio e quem quiserque se dê malcom você na mãocomo é que eu posso desdizero que Ele dissesem parecer ingratidão?;8.131;Djavan;2025-09-07 12:33:58
Na Boca do Beco;https://www.letras.mus.br/djavan/1086127/;Na hora da agoniaEu perguntoCadê os meus amigos, meus camaradas, meus pareceiros?Na hora que eu mais necessito deles não acho umO Zé tá pra São PauloE Pedro morreuAté o Biu desapareceuChico Careca, já cansei de bater na casa da esquina e nemJá é quase noite e o negão num açoiteNa boca do beco vai aparecerE eu vou ter que encararE não posso perder, que a crioula vai verTomei decisãoComo último tiroGritei num suspiroGanhei o bolãoE não tenho um irmãoCom quem possa gastar!De repentemente a turma pintouCom sorriso nos dentesMe dizendo contenteAh! Deixa isso com a gente!No final do barato, eu ganhei do negãoE, sem grana na mãoA turma me ganhouQuando sacou o grupoE hoje a crioula está de lutoNo final do barato, eu ganhei do negãoE, sem grana na mãoA turma me ganhouQuando sacou o grupoE hoje a crioula está de lutoE hoje a crioula está de luto, ê!E hoje a crioula está de luto;13.947;Djavan;2025-09-07 12:33:58
Nada a Nos Separar;https://www.letras.mus.br/djavan/1742344/;Mais uma vezVou te esperarMais uma vezNão vou te ver chegarE eu tão tristeSerei mais tristePorque sei bemQue é vão te esperarPorem minha lembrançaContigo estaráE a esperança reacenderaE um dia então junto ao portãoNosso lugar irei te esperarE tu viras de um mundo tristeE ficaras pra sempre junto a mimE o Sol da felicidadeDe novo brilharáFeliz sereiFaleis serásAté o fimSim nossa tristezasIram terminasSim livres seremosNada irá nos separarNossa horas tristesDe paz serão enfimE as incertezasDirei fim, fim, fim, fim, fimE um dia então junto ao portãoNosso lugar irei te esperarE tu viras de um mundo tristeE ficaras pra sempre junto a mimE o Sol da felicidadeDe novo brilharaFeliz sereiFaleis serásAté o fim;23.323;Wayne Shanklin / Versão: Romeo Nunes;2025-09-07 12:33:58
Nada Mais (Lately);https://www.letras.mus.br/djavan/nada-mais-lately/;Sinto quando alguém te interessaMesmo quando finges que não vêsSe desapareces numa festa, eu já seiNão te quero ouvir falar do tempoSe eu só pergunto: Onde vais?Mas se quiser saber se voltas logoYou don't know, nada maisVão dizer que são tolicesQue podemos ser felizesMas tudo o que eu seiNão dá pra disfarçarDessa vez doeu demaisAmanhã será, jamaisOnde a gente vai tem uns amigosQue você precisa visitarSe não sou feliz são só ciúmes, nada maisMais de uma vez flagrei seus lábiosNa intenção do nome de outro alguémMas se quiser saber porque que eles calamVocê diz: Tudo bemVão dizer que são tolicesQue podemos ser felizesMas tudo o que eu seiNão dá pra disfarçarDessa vez doeu demaisAmanhã será, jamais;24.871;Steve Wonder;2025-09-07 12:33:58
Nada Mais Sou;https://www.letras.mus.br/djavan/nada-mais-sou/;Te viFiquei sóAliQuase sem vozNão fui capazNem de umOi, meu!Me deuFoi medo de te olharSei lá!E se ela nemMe virMe ignorarPosso morrerDe verdadeOu maisNunca sabereiO que é o amorNa terraJá não há mais lugarPasso a frequentarO desprazerVou viver só por viverSem existirNada mais souSe é que eu já fuiSem teu calorO que eu seriaMas a ilusãoQue acendeuNo coraçãoA luzNão tem porqueSe apagarNão;1.329;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:33:58
Não Deu;https://www.letras.mus.br/djavan/85893/;Eu sonhei viverCom você assimTudo até o fimE no frio te protegerE te ver dormirE ali ficarVivendo pra vocêMelhor viverDe Deus usar a mãoTe puxar pra lugar seguroSempre que precisarEstar aqui pra te atenderTe ouvir, te aconselhar, discutirTe livrar do escuroDe um mundo realMas não deu,Que mal...Eu sonhei viverCom você assimDedicado a mimDe tudo me protegerPra me ver feliz a te agradarContando estórias pra te ver sorrirDistrair, pensar no bemE ver a luz da vida se acenderNo amor dos braços teusMas não deu...;17.493;Djavan;2025-09-07 12:33:58
Não É Um Bolero;https://www.letras.mus.br/djavan/nao-e-um-bolero/;Eu não digo que nãoEla é bela e feraMas não ponderaE me deixa doidinhoQuando eu penso que simEla dá de ombroE eu me escombro sozinhoSe com ela há muito mais luarPor que viver dias sombrios?Eu não posso me distanciarE me perder dos seus carinhosVocê é demais... Muito mais pra mimNão é um boleroÉ amor sincero, que a tudo resisteNão a ter do lado, me deixa abaladoE nada é mais tristeA vida é à toa, não fica de boaQuem não tem um quererEu tenho de tudo mas me falta tudoSe eu não tenho você;47.602;Djavan;2025-09-07 12:33:59
Nas Ruas;https://www.letras.mus.br/djavan/85894/;Meu olhar se mirando em teu olharse eu pegar na mão , te beijareite beijareinão consigo mais de vontade de ficaro que há entre eu e vocêé raroé na falta de ar do teu olharque o sufoco crescerá eu sei,ora se sei!Não encontro mais nada pra me segurartudo poderá aconteceré claro!Tempestade de negras e louras,morenas mourastodas elas a me voduzardesnudas bailam nas ruase se vão nas luasdo reflexo que sai da luz do teu olhareu te desejo e queroporque deus querquem não quer é vocêque não tem fé em deus!;10.792;Djavan;2025-09-07 12:33:59
Navio;https://www.letras.mus.br/djavan/85895/;Eu amei a sua caraVenha cáÉ um prazerOuvi-la falarMusical que nem um rioQue navio éVocê na praiaQue visãoÉ um abismo pro coraçãoSim, pelo que vejoVocê é a mais bonitaFilha da manhãSuave beijoEm lábios de maçãQueria saberO que toca vocêQueria chegarE poder te alcançarEu quero dizerQue eu queria vocêOh, luz do quererMinha vida é vocêEu vou buscarO céu, o marO que de maisBonito háPra te presentearO céu, o marO que de maisBonito há;17.806;Djavan / Flávia Virigínia / Max Viana;2025-09-07 12:33:59
